open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-08-26 23:30:00+00:00,196.74,196.82,195.59,195.86,52614.095,2025-08-26 23:59:59.999000+00:00,10313233.6944,44953,22777.905,4463781.86417
2025-08-27 00:00:00+00:00,195.85,195.91,195.11,195.19,54257.219,2025-08-27 00:29:59.999000+00:00,10603835.37509,41237,16244.996,3176139.76423
2025-08-27 00:30:00+00:00,195.19,196.24,194.42,194.63,65057.608,2025-08-27 00:59:59.999000+00:00,12688804.02041,58318,25226.954,4922376.51092
2025-08-27 01:00:00+00:00,194.64,195.13,193.78,195.09,79864.389,2025-08-27 01:29:59.999000+00:00,15526833.61423,62337,35634.074,6931066.29505
2025-08-27 01:30:00+00:00,195.09,196.76,194.96,196.26,71860.899,2025-08-27 01:59:59.999000+00:00,14070719.26398,60487,42414.038,8306231.95602
2025-08-27 02:00:00+00:00,196.27,199.42,195.59,198.27,161517.134,2025-08-27 02:29:59.999000+00:00,31977903.80881,127019,100764.364,19959285.80887
2025-08-27 02:30:00+00:00,198.26,199.75,198.14,198.29,148604.328,2025-08-27 02:59:59.999000+00:00,29570740.27365,100922,79079.906,15739184.78984
2025-08-27 03:00:00+00:00,198.28,198.81,196.9,197.58,72943.481,2025-08-27 03:29:59.999000+00:00,14427650.99941,61308,35026.463,6930240.73869
2025-08-27 03:30:00+00:00,197.57,202.81,197.54,201.92,255604.202,2025-08-27 03:59:59.999000+00:00,51344942.77403,160382,155722.427,31245828.83609
2025-08-27 04:00:00+00:00,201.91,205.6,201.68,204.33,452381.983,2025-08-27 04:29:59.999000+00:00,92331345.6368,207447,225562.679,46057399.24664
2025-08-27 04:30:00+00:00,204.34,205.7,204.2,205.17,179415.159,2025-08-27 04:59:59.999000+00:00,36778820.99164,114880,92910.376,19046251.73356
2025-08-27 05:00:00+00:00,205.18,205.35,202.92,203.05,176492.593,2025-08-27 05:29:59.999000+00:00,36010736.00783,124103,83778.819,17096503.4589
2025-08-27 05:30:00+00:00,203.06,203.64,202.51,202.87,118540.353,2025-08-27 05:59:59.999000+00:00,24070616.96792,87040,63917.999,12981221.10277
2025-08-27 06:00:00+00:00,202.88,203.66,202.36,203.43,133550.251,2025-08-27 06:29:59.999000+00:00,27108685.98249,87219,81787.355,16603583.05735
2025-08-27 06:30:00+00:00,203.42,204.17,201.91,202.24,137845.461,2025-08-27 06:59:59.999000+00:00,27977683.91423,81581,79763.774,16193492.71581
2025-08-27 07:00:00+00:00,202.25,202.73,200.86,201.16,167518.172,2025-08-27 07:29:59.999000+00:00,33791068.50836,83678,79557.072,16044056.50612
2025-08-27 07:30:00+00:00,201.17,202.69,200.81,202.43,140068.58,2025-08-27 07:59:59.999000+00:00,28247210.4844,85032,75818.541,15295578.34782
2025-08-27 08:00:00+00:00,202.44,203.39,201.48,201.96,112422.374,2025-08-27 08:29:59.999000+00:00,22747624.11427,77505,51578.948,10443357.8847
2025-08-27 08:30:00+00:00,201.96,203.66,201.53,203.49,95846.491,2025-08-27 08:59:59.999000+00:00,19405296.88145,72298,57953.282,11734681.19718
2025-08-27 09:00:00+00:00,203.48,204.71,203.08,204.55,125278.256,2025-08-27 09:29:59.999000+00:00,25559451.69377,92419,86592.618,17666412.515
2025-08-27 09:30:00+00:00,204.54,205.14,203.66,203.91,103720.431,2025-08-27 09:59:59.999000+00:00,21187744.54888,61876,51193.534,10460098.59182
2025-08-27 10:00:00+00:00,203.91,205.38,203.84,204.56,138773.446,2025-08-27 10:29:59.999000+00:00,28398650.02932,87570,86612.627,17724104.90051
2025-08-27 10:30:00+00:00,204.57,204.9,203.28,204.09,97155.838,2025-08-27 10:59:59.999000+00:00,19813668.93815,75427,54363.137,11088150.05456
2025-08-27 11:00:00+00:00,204.1,205.33,204.09,204.6,67283.244,2025-08-27 11:29:59.999000+00:00,13777573.46876,54796,43232.38,8852307.80417
2025-08-27 11:30:00+00:00,204.6,205.38,204.45,205.01,73068.273,2025-08-27 11:59:59.999000+00:00,14973315.12939,45092,42556.533,8721466.10531
2025-08-27 12:00:00+00:00,205.01,205.65,203.62,204.01,135221.388,2025-08-27 12:29:59.999000+00:00,27648469.02824,95934,51343.81,10502566.28031
2025-08-27 12:30:00+00:00,204.0,204.81,203.18,204.64,99903.562,2025-08-27 12:59:59.999000+00:00,20370720.29106,76870,45799.848,9344125.93782
2025-08-27 13:00:00+00:00,204.63,204.74,203.7,203.76,85445.593,2025-08-27 13:29:59.999000+00:00,17445540.96144,63565,27264.579,5567237.95615
2025-08-27 13:30:00+00:00,203.76,205.98,202.62,204.44,229485.796,2025-08-27 13:59:59.999000+00:00,46894991.20803,176720,127332.222,26015790.42927
2025-08-27 14:00:00+00:00,204.44,205.97,203.36,205.88,125455.628,2025-08-27 14:29:59.999000+00:00,25683350.4478,128700,68985.434,14124592.43008
2025-08-27 14:30:00+00:00,205.88,208.0,205.7,206.72,326353.203,2025-08-27 14:59:59.999000+00:00,67567243.79435,239180,193523.116,40068405.43853
2025-08-27 15:00:00+00:00,206.73,209.4,206.26,207.41,257083.478,2025-08-27 15:29:59.999000+00:00,53451137.18026,178327,160948.583,33467272.3865
2025-08-27 15:30:00+00:00,207.41,208.85,206.33,208.66,180042.818,2025-08-27 15:59:59.999000+00:00,37353014.67997,130324,101460.405,21059265.24176
2025-08-27 16:00:00+00:00,208.66,209.0,207.23,207.64,165459.728,2025-08-27 16:29:59.999000+00:00,34467198.46586,119917,86868.142,18098844.24674
2025-08-27 16:30:00+00:00,207.63,209.09,206.59,207.94,143763.674,2025-08-27 16:59:59.999000+00:00,29872030.62387,100040,78303.807,16279685.99496
2025-08-27 17:00:00+00:00,207.94,209.18,207.42,208.75,148464.43,2025-08-27 17:29:59.999000+00:00,30925751.33018,94712,86234.787,17968210.49497
2025-08-27 17:30:00+00:00,208.75,210.0,208.71,209.18,177532.49,2025-08-27 17:59:59.999000+00:00,37172593.92704,95107,124736.594,26117343.36461
2025-08-27 18:00:00+00:00,209.18,211.77,208.87,211.12,223564.805,2025-08-27 18:29:59.999000+00:00,47033093.35359,123299,132206.326,27819823.07587
2025-08-27 18:30:00+00:00,211.12,212.08,208.21,208.36,206046.206,2025-08-27 18:59:59.999000+00:00,43419382.89277,124310,103917.196,21927748.1795
2025-08-27 19:00:00+00:00,208.36,209.3,205.95,207.06,238382.465,2025-08-27 19:29:59.999000+00:00,49399315.57842,171754,111988.351,23209845.55799
2025-08-27 19:30:00+00:00,207.05,208.14,206.28,206.4,143328.333,2025-08-27 19:59:59.999000+00:00,29676877.44241,94855,68194.658,14122156.36236
2025-08-27 20:00:00+00:00,206.4,207.98,202.95,206.28,786160.482,2025-08-27 20:29:59.999000+00:00,161318239.09517,342094,366299.149,75186170.91096
2025-08-27 20:30:00+00:00,206.27,209.49,205.99,208.58,319756.731,2025-08-27 20:59:59.999000+00:00,66376634.61162,225476,182080.013,37798728.82804
2025-08-27 21:00:00+00:00,208.58,208.78,205.68,206.29,140779.231,2025-08-27 21:29:59.999000+00:00,29191749.43893,98324,71233.649,14771595.49308
2025-08-27 21:30:00+00:00,206.28,206.91,204.82,205.61,90005.154,2025-08-27 21:59:59.999000+00:00,18505393.40452,66725,36459.007,7497326.52278
2025-08-27 22:00:00+00:00,205.61,205.73,203.41,204.25,155628.17,2025-08-27 22:29:59.999000+00:00,31794374.02357,110802,56167.656,11473935.30771
2025-08-27 22:30:00+00:00,204.25,205.48,204.15,204.36,81876.234,2025-08-27 22:59:59.999000+00:00,16770712.87132,66661,47204.741,9669510.295
2025-08-27 23:00:00+00:00,204.35,205.36,203.77,204.38,58434.068,2025-08-27 23:29:59.999000+00:00,11950374.61111,48464,25483.993,5213253.20705
2025-08-27 23:30:00+00:00,204.37,204.81,202.57,202.95,87896.322,2025-08-27 23:59:59.999000+00:00,17864507.59409,61601,31326.447,6367977.69232
2025-08-28 00:00:00+00:00,202.95,204.95,202.84,203.76,93170.395,2025-08-28 00:29:59.999000+00:00,18977612.87125,89872,45316.222,9234012.45622
2025-08-28 00:30:00+00:00,203.75,205.11,201.72,203.93,205961.811,2025-08-28 00:59:59.999000+00:00,41863999.45051,135336,80509.134,16371745.2934
2025-08-28 01:00:00+00:00,203.93,205.18,203.15,204.44,127948.623,2025-08-28 01:29:59.999000+00:00,26151905.68273,85847,68126.312,13923620.2564
2025-08-28 01:30:00+00:00,204.44,206.43,204.43,205.91,106787.384,2025-08-28 01:59:59.999000+00:00,21937702.60234,78365,71578.866,14704191.4555
2025-08-28 02:00:00+00:00,205.91,207.87,205.3,207.46,99925.926,2025-08-28 02:29:59.999000+00:00,20623712.53832,63678,62885.845,12984677.3535
2025-08-28 02:30:00+00:00,207.46,207.65,205.92,206.24,75308.468,2025-08-28 02:59:59.999000+00:00,15566930.28313,61179,40291.88,8330004.28737
2025-08-28 03:00:00+00:00,206.25,207.66,206.05,207.42,74080.077,2025-08-28 03:29:59.999000+00:00,15338299.43343,61652,44185.699,9148911.76448
2025-08-28 03:30:00+00:00,207.41,208.35,207.0,208.15,65656.553,2025-08-28 03:59:59.999000+00:00,13634461.92686,45933,39307.455,8164092.46295
2025-08-28 04:00:00+00:00,208.16,209.5,207.47,209.29,107235.337,2025-08-28 04:29:59.999000+00:00,22364733.69576,59515,63388.868,13223055.00454
2025-08-28 04:30:00+00:00,209.29,212.55,209.17,212.08,344443.665,2025-08-28 04:59:59.999000+00:00,72778405.7445,158173,223232.197,47171328.33833
2025-08-28 05:00:00+00:00,212.08,213.17,210.93,211.83,238051.208,2025-08-28 05:29:59.999000+00:00,50473223.89085,146822,131883.621,27971750.42018
2025-08-28 05:30:00+00:00,211.83,212.33,210.74,211.63,198604.551,2025-08-28 05:59:59.999000+00:00,41998477.79341,94281,106603.913,22551304.41707
2025-08-28 06:00:00+00:00,211.64,211.72,209.71,210.8,147285.216,2025-08-28 06:29:59.999000+00:00,30993603.8486,89493,65367.516,13753001.10219
2025-08-28 06:30:00+00:00,210.79,211.89,210.14,211.67,98477.898,2025-08-28 06:59:59.999000+00:00,20781493.90445,72768,57393.308,12114345.35231
2025-08-28 07:00:00+00:00,211.67,212.37,210.51,211.24,142764.246,2025-08-28 07:29:59.999000+00:00,30214880.06683,51366,81563.792,17268239.74094
2025-08-28 07:30:00+00:00,211.25,213.33,210.58,213.11,95761.081,2025-08-28 07:59:59.999000+00:00,20307555.90277,33153,59900.698,12712741.80731
2025-08-28 08:00:00+00:00,213.11,216.5,213.06,214.52,581817.065,2025-08-28 08:29:59.999000+00:00,125164460.50035,136775,354296.08,76216655.865
2025-08-28 08:30:00+00:00,214.51,215.4,213.4,214.24,172226.593,2025-08-28 08:59:59.999000+00:00,36890592.35782,50552,94033.554,20142399.559
2025-08-28 09:00:00+00:00,214.23,214.3,212.65,213.15,165983.131,2025-08-28 09:29:59.999000+00:00,35410930.25271,41968,90485.899,19304062.05956
2025-08-28 09:30:00+00:00,213.14,213.22,211.32,211.6,213198.545,2025-08-28 09:59:59.999000+00:00,45236381.69212,46753,81393.631,17275012.31997
2025-08-28 10:00:00+00:00,211.6,212.67,211.07,212.64,106893.106,2025-08-28 10:29:59.999000+00:00,22656311.17877,48987,43912.35,9313299.50708
2025-08-28 10:30:00+00:00,212.65,213.94,212.4,213.94,113602.854,2025-08-28 10:59:59.999000+00:00,24234573.76894,43695,71145.538,15179414.22366
2025-08-28 11:00:00+00:00,213.94,213.97,212.53,213.61,80013.898,2025-08-28 11:29:59.999000+00:00,17051679.58624,42253,35367.452,7537795.73817
2025-08-28 11:30:00+00:00,213.6,213.79,212.4,213.14,73505.105,2025-08-28 11:59:59.999000+00:00,15664098.27046,39683,30660.791,6535345.11403
2025-08-28 12:00:00+00:00,213.15,213.5,211.97,212.41,72543.52,2025-08-28 12:29:59.999000+00:00,15430520.98364,43479,32380.782,6889970.09915
2025-08-28 12:30:00+00:00,212.41,214.31,212.0,213.13,196105.571,2025-08-28 12:59:59.999000+00:00,41870693.97211,108843,100177.319,21388040.94642
2025-08-28 13:00:00+00:00,213.13,216.07,212.51,215.37,253657.221,2025-08-28 13:29:59.999000+00:00,54487734.00431,97326,145607.366,31282221.12102
2025-08-28 13:30:00+00:00,215.38,216.89,212.16,212.74,437044.756,2025-08-28 13:59:59.999000+00:00,93883547.57316,231421,219210.726,47124003.14484
2025-08-28 14:00:00+00:00,212.74,215.12,211.66,213.17,252075.165,2025-08-28 14:29:59.999000+00:00,53930682.46693,150699,117159.647,25070182.98849
2025-08-28 14:30:00+00:00,213.17,216.0,212.66,215.64,163686.382,2025-08-28 14:59:59.999000+00:00,35105311.86055,114413,90432.91,19408541.8068
2025-08-28 15:00:00+00:00,215.64,216.07,212.0,212.23,223255.813,2025-08-28 15:29:59.999000+00:00,47764896.87763,127916,101571.338,21747943.18309
2025-08-28 15:30:00+00:00,212.23,212.71,210.2,211.06,277258.428,2025-08-28 15:59:59.999000+00:00,58555615.46549,134390,130791.646,27628956.51976
2025-08-28 16:00:00+00:00,211.06,214.0,210.98,212.92,183141.489,2025-08-28 16:29:59.999000+00:00,38901271.84622,97126,99275.797,21085121.13884
2025-08-28 16:30:00+00:00,212.92,213.16,207.17,207.43,227611.879,2025-08-28 16:59:59.999000+00:00,47842731.61227,111675,94735.19,19937299.91327
2025-08-28 17:00:00+00:00,207.43,210.37,207.28,210.12,166644.425,2025-08-28 17:29:59.999000+00:00,34802012.45194,106647,88894.589,18568373.68685
2025-08-28 17:30:00+00:00,210.11,210.67,209.2,210.41,86363.656,2025-08-28 17:59:59.999000+00:00,18144372.26736,49970,35999.644,7565225.38859
2025-08-28 18:00:00+00:00,210.4,211.71,209.5,211.59,72211.532,2025-08-28 18:29:59.999000+00:00,15197364.38895,55154,40716.673,8574418.88425
2025-08-28 18:30:00+00:00,211.58,212.75,211.02,212.05,80448.616,2025-08-28 18:59:59.999000+00:00,17040259.20842,65136,48306.034,10233069.36462
2025-08-28 19:00:00+00:00,212.06,213.03,211.19,211.92,69479.543,2025-08-28 19:29:59.999000+00:00,14733593.22863,52781,34087.658,7231911.71518
2025-08-28 19:30:00+00:00,211.93,212.13,209.79,209.94,93316.764,2025-08-28 19:59:59.999000+00:00,19659046.10434,72654,35202.817,7417896.52084
2025-08-28 20:00:00+00:00,209.95,212.61,209.64,212.29,102688.073,2025-08-28 20:29:59.999000+00:00,21708107.33877,64169,63785.798,13486187.89057
2025-08-28 20:30:00+00:00,212.29,213.64,211.79,213.21,64749.093,2025-08-28 20:59:59.999000+00:00,13783763.54514,47450,37701.144,8028212.01503
2025-08-28 21:00:00+00:00,213.22,213.94,212.03,212.26,91541.544,2025-08-28 21:29:59.999000+00:00,19499766.62461,50679,44795.865,9542781.71467
2025-08-28 21:30:00+00:00,212.27,213.76,211.9,213.71,45555.457,2025-08-28 21:59:59.999000+00:00,9692060.20872,27417,26404.213,5619609.33827
2025-08-28 22:00:00+00:00,213.71,215.0,213.55,214.99,100228.396,2025-08-28 22:29:59.999000+00:00,21486119.45428,43967,66093.348,14168776.33938
2025-08-28 22:30:00+00:00,214.99,215.73,214.0,214.22,89549.806,2025-08-28 22:59:59.999000+00:00,19227462.94531,52973,53517.195,11491636.0794
2025-08-28 23:00:00+00:00,214.22,215.31,213.76,214.01,80886.318,2025-08-28 23:29:59.999000+00:00,17351697.94777,47789,44154.016,9474437.649
2025-08-28 23:30:00+00:00,214.02,215.23,213.71,214.43,88560.363,2025-08-28 23:59:59.999000+00:00,18999614.13776,58315,46110.202,9894326.49612
2025-08-29 00:00:00+00:00,214.43,217.97,214.09,217.4,216285.679,2025-08-29 00:29:59.999000+00:00,46684211.21351,110109,136596.874,29500328.77015
2025-08-29 00:30:00+00:00,217.4,217.6,214.3,215.07,179326.26,2025-08-29 00:59:59.999000+00:00,38667666.29818,108889,85013.688,18335350.70997
2025-08-29 01:00:00+00:00,215.07,215.43,212.0,212.69,169380.104,2025-08-29 01:29:59.999000+00:00,36132163.72741,96676,62687.901,13378163.20227
2025-08-29 01:30:00+00:00,212.69,215.0,212.69,213.47,140786.807,2025-08-29 01:59:59.999000+00:00,30117346.43144,81318,75165.01,16078595.29474
2025-08-29 02:00:00+00:00,213.47,217.5,212.77,216.63,232824.097,2025-08-29 02:29:59.999000+00:00,50194597.52655,108457,134455.91,29001722.28383
2025-08-29 02:30:00+00:00,216.63,216.89,215.24,215.3,155525.242,2025-08-29 02:59:59.999000+00:00,33601112.77398,77056,82848.906,17902683.5654
2025-08-29 03:00:00+00:00,215.31,216.45,214.22,215.94,121541.968,2025-08-29 03:29:59.999000+00:00,26170136.43222,69063,67546.231,14548120.18056
2025-08-29 03:30:00+00:00,215.93,217.8,215.28,216.86,145746.143,2025-08-29 03:59:59.999000+00:00,31593389.44696,63036,86904.958,18840242.78684
2025-08-29 04:00:00+00:00,216.86,218.0,216.17,217.59,201858.443,2025-08-29 04:29:59.999000+00:00,43841909.57783,81361,124937.392,27144328.76009
2025-08-29 04:30:00+00:00,217.58,217.9,216.07,217.13,219973.52,2025-08-29 04:59:59.999000+00:00,47796950.86937,79298,140021.707,30430082.11806
2025-08-29 05:00:00+00:00,217.13,217.25,214.66,215.04,133182.038,2025-08-29 05:29:59.999000+00:00,28734439.25083,71967,51530.331,11118641.08431
2025-08-29 05:30:00+00:00,215.04,216.48,214.66,215.8,87346.976,2025-08-29 05:59:59.999000+00:00,18823729.9107,57868,45824.922,9876905.46508
2025-08-29 06:00:00+00:00,215.81,216.21,212.97,213.07,191473.688,2025-08-29 06:29:59.999000+00:00,40948351.47285,59566,93089.357,19901788.64336
2025-08-29 06:30:00+00:00,213.07,215.2,212.7,212.73,384609.716,2025-08-29 06:59:59.999000+00:00,82382283.4553,203494,157439.128,33722999.96008
2025-08-29 07:00:00+00:00,212.73,212.73,207.8,209.0,413214.087,2025-08-29 07:29:59.999000+00:00,86758924.46857,223763,165557.824,34762298.27841
2025-08-29 07:30:00+00:00,209.0,210.44,207.95,208.77,237594.704,2025-08-29 07:59:59.999000+00:00,49691012.37767,128445,116280.232,24307124.12119
2025-08-29 08:00:00+00:00,208.78,210.07,206.75,207.94,240350.434,2025-08-29 08:29:59.999000+00:00,50036889.38438,143520,112479.458,23410555.20954
2025-08-29 08:30:00+00:00,207.95,209.08,206.15,206.82,230673.448,2025-08-29 08:59:59.999000+00:00,47923340.4752,118675,110398.614,22950985.00355
2025-08-29 09:00:00+00:00,206.81,207.86,205.34,207.33,284829.194,2025-08-29 09:29:59.999000+00:00,58787148.37097,133587,112350.341,23209371.10723
2025-08-29 09:30:00+00:00,207.33,207.88,206.38,207.71,110838.425,2025-08-29 09:59:59.999000+00:00,22956340.05254,69842,61950.745,12833511.13576
2025-08-29 10:00:00+00:00,207.7,209.38,207.45,208.98,149737.568,2025-08-29 10:29:59.999000+00:00,31228542.23749,72018,95752.092,19969690.71741
2025-08-29 10:30:00+00:00,208.98,208.99,206.89,207.57,114142.655,2025-08-29 10:59:59.999000+00:00,23744156.02254,57487,58185.818,12105419.67729
2025-08-29 11:00:00+00:00,207.57,209.18,206.73,208.26,114637.437,2025-08-29 11:29:59.999000+00:00,23855325.03577,63774,59909.275,12469358.39115
2025-08-29 11:30:00+00:00,208.26,208.32,207.08,207.62,69996.959,2025-08-29 11:59:59.999000+00:00,14530407.49676,43116,31954.694,6633005.35651
2025-08-29 12:00:00+00:00,207.61,209.46,207.12,209.38,97338.952,2025-08-29 12:29:59.999000+00:00,20294130.78008,58151,55326.407,11536889.99729
2025-08-29 12:30:00+00:00,209.38,214.94,209.37,211.9,576342.737,2025-08-29 12:59:59.999000+00:00,122214490.67436,285219,301435.575,63924045.84866
2025-08-29 13:00:00+00:00,211.9,212.0,209.92,210.97,129501.756,2025-08-29 13:29:59.999000+00:00,27318481.17746,88299,56228.839,11863371.22565
2025-08-29 13:30:00+00:00,210.97,211.97,207.63,209.0,343042.654,2025-08-29 13:59:59.999000+00:00,71943460.48273,251873,161933.243,33973753.16034
2025-08-29 14:00:00+00:00,209.0,211.0,206.87,209.43,380042.756,2025-08-29 14:29:59.999000+00:00,79344372.12277,248063,175963.701,36757643.40463
2025-08-29 14:30:00+00:00,209.44,210.49,207.1,207.51,213746.807,2025-08-29 14:59:59.999000+00:00,44715923.51663,130565,109801.128,22983527.22205
2025-08-29 15:00:00+00:00,207.52,210.55,207.19,209.07,169543.426,2025-08-29 15:29:59.999000+00:00,35478917.91512,110821,96461.932,20192094.39202
2025-08-29 15:30:00+00:00,209.07,209.62,203.81,204.46,298133.026,2025-08-29 15:59:59.999000+00:00,61605837.89507,143209,127021.051,26256799.40307
2025-08-29 16:00:00+00:00,204.46,205.47,202.74,204.75,323836.232,2025-08-29 16:29:59.999000+00:00,66084934.79614,158052,167538.69,34203975.56142
2025-08-29 16:30:00+00:00,204.75,205.5,204.04,204.84,93517.459,2025-08-29 16:59:59.999000+00:00,19157086.86181,63608,49375.818,10114755.40063
2025-08-29 17:00:00+00:00,204.83,204.9,202.1,202.86,193896.286,2025-08-29 17:29:59.999000+00:00,39426131.66497,95561,79022.735,16075685.87598
2025-08-29 17:30:00+00:00,202.87,204.28,202.44,202.51,112288.956,2025-08-29 17:59:59.999000+00:00,22816020.41442,67134,56047.023,11389002.27617
2025-08-29 18:00:00+00:00,202.51,203.25,201.34,201.76,129883.526,2025-08-29 18:29:59.999000+00:00,26255130.79858,82878,53575.687,10832514.11514
2025-08-29 18:30:00+00:00,201.76,202.54,201.35,202.11,78742.684,2025-08-29 18:59:59.999000+00:00,15907705.15512,47490,34299.532,6928806.93881
2025-08-29 19:00:00+00:00,202.1,204.55,201.66,204.12,93705.216,2025-08-29 19:29:59.999000+00:00,19050192.47946,63574,55358.64,11257760.87549
2025-08-29 19:30:00+00:00,204.13,204.56,202.7,202.95,95399.868,2025-08-29 19:59:59.999000+00:00,19426338.0923,59618,55874.31,11380665.31011
2025-08-29 20:00:00+00:00,202.95,203.51,201.61,201.66,85883.239,2025-08-29 20:29:59.999000+00:00,17375619.10291,63650,36812.535,7447048.1384
2025-08-29 20:30:00+00:00,201.66,202.26,200.78,201.02,124885.111,2025-08-29 20:59:59.999000+00:00,25157066.59099,69814,46806.951,9431310.33061
2025-08-29 21:00:00+00:00,201.01,201.97,199.85,201.95,152760.285,2025-08-29 21:29:59.999000+00:00,30679094.16047,64486,71444.053,14359055.97875
2025-08-29 21:30:00+00:00,201.96,204.0,201.96,203.76,102084.77,2025-08-29 21:59:59.999000+00:00,20723706.37488,46085,66357.789,13469918.36933
2025-08-29 22:00:00+00:00,203.76,203.92,202.47,203.48,54447.407,2025-08-29 22:29:59.999000+00:00,11060213.35557,29313,31297.439,6357960.16192
2025-08-29 22:30:00+00:00,203.48,204.0,202.56,203.15,46446.97,2025-08-29 22:59:59.999000+00:00,9444447.91556,26285,28894.12,5876585.93822
2025-08-29 23:00:00+00:00,203.15,205.03,203.14,204.68,85939.304,2025-08-29 23:29:59.999000+00:00,17554351.09393,39716,50597.136,10337597.64899
2025-08-29 23:30:00+00:00,204.67,205.5,204.36,205.08,80201.578,2025-08-29 23:59:59.999000+00:00,16434222.27749,39985,48565.433,9951394.37297
2025-08-30 00:00:00+00:00,205.09,205.38,204.17,204.61,70951.402,2025-08-30 00:29:59.999000+00:00,14522980.75956,48819,37249.688,7624536.90293
2025-08-30 00:30:00+00:00,204.62,205.08,203.53,205.0,79225.428,2025-08-30 00:59:59.999000+00:00,16189938.67053,47790,36668.777,7495043.24374
2025-08-30 01:00:00+00:00,204.99,205.16,203.49,203.64,148533.015,2025-08-30 01:29:59.999000+00:00,30311743.15298,40405,76816.925,15675910.80031
2025-08-30 01:30:00+00:00,203.63,204.15,200.9,201.12,189784.064,2025-08-30 01:59:59.999000+00:00,38426215.04188,68913,72239.674,14624425.55021
2025-08-30 02:00:00+00:00,201.13,203.05,200.68,202.59,197503.074,2025-08-30 02:29:59.999000+00:00,39848579.52397,67523,114219.455,23040369.43624
2025-08-30 02:30:00+00:00,202.59,203.71,202.54,203.32,99028.809,2025-08-30 02:59:59.999000+00:00,20124118.24268,35983,48341.263,9822083.89023
2025-08-30 03:00:00+00:00,203.32,206.57,203.18,205.97,121208.643,2025-08-30 03:29:59.999000+00:00,24877474.84142,61166,77045.169,15818432.27487
2025-08-30 03:30:00+00:00,205.96,206.65,205.32,205.61,109821.694,2025-08-30 03:59:59.999000+00:00,22625905.97043,52444,57305.184,11805253.51694
2025-08-30 04:00:00+00:00,205.61,206.43,205.22,206.36,69125.12,2025-08-30 04:29:59.999000+00:00,14232072.16175,39900,40404.315,8318357.05299
2025-08-30 04:30:00+00:00,206.36,206.54,204.61,204.65,102446.798,2025-08-30 04:59:59.999000+00:00,21064617.89074,34664,48576.914,9988755.43727
2025-08-30 05:00:00+00:00,204.65,205.83,204.37,205.49,40693.566,2025-08-30 05:29:59.999000+00:00,8349394.18036,35755,18066.913,3707373.42122
2025-08-30 05:30:00+00:00,205.49,207.06,205.34,206.09,173660.076,2025-08-30 05:59:59.999000+00:00,35839404.68305,53062,88576.719,18279384.31187
2025-08-30 06:00:00+00:00,206.09,206.64,205.19,205.5,78214.583,2025-08-30 06:29:59.999000+00:00,16097764.72092,34350,37386.305,7694508.58829
2025-08-30 06:30:00+00:00,205.49,206.27,205.04,205.1,59126.65,2025-08-30 06:59:59.999000+00:00,12166198.44958,32416,26172.045,5385734.3897
2025-08-30 07:00:00+00:00,205.1,205.66,204.69,204.98,54108.292,2025-08-30 07:29:59.999000+00:00,11098900.26131,34853,19743.964,4050828.80695
2025-08-30 07:30:00+00:00,204.98,205.44,204.46,205.14,58632.567,2025-08-30 07:59:59.999000+00:00,12022501.59763,28382,27127.399,5563551.85941
2025-08-30 08:00:00+00:00,205.13,205.28,204.58,205.08,70722.193,2025-08-30 08:29:59.999000+00:00,14495355.59925,36338,25790.686,5286135.79528
2025-08-30 08:30:00+00:00,205.08,205.56,202.61,203.02,104846.621,2025-08-30 08:59:59.999000+00:00,21409878.22113,58414,37140.416,7588562.61595
2025-08-30 09:00:00+00:00,203.02,203.36,202.3,202.59,88805.547,2025-08-30 09:29:59.999000+00:00,18013193.40817,46510,34811.267,7061067.86059
2025-08-30 09:30:00+00:00,202.59,202.84,201.65,202.42,92736.561,2025-08-30 09:59:59.999000+00:00,18742796.05268,43756,37421.778,7563012.10288
2025-08-30 10:00:00+00:00,202.43,203.31,202.22,202.7,89580.359,2025-08-30 10:29:59.999000+00:00,18176259.86612,34644,47393.176,9614772.45769
2025-08-30 10:30:00+00:00,202.69,202.86,201.78,202.71,52198.317,2025-08-30 10:59:59.999000+00:00,10555047.49603,33865,23523.075,4756920.08896
2025-08-30 11:00:00+00:00,202.7,202.9,202.22,202.4,39705.012,2025-08-30 11:29:59.999000+00:00,8040842.059,21774,13957.115,2827262.23698
2025-08-30 11:30:00+00:00,202.4,202.86,201.77,202.64,30379.353,2025-08-30 11:59:59.999000+00:00,6144379.02033,24282,11886.214,2405376.38173
2025-08-30 12:00:00+00:00,202.64,202.67,200.89,201.07,78993.323,2025-08-30 12:29:59.999000+00:00,15932346.47047,40785,24678.96,4976517.74273
2025-08-30 12:30:00+00:00,201.08,201.15,199.26,200.6,266025.002,2025-08-30 12:59:59.999000+00:00,53239136.12657,99030,69616.38,13933050.1728
2025-08-30 13:00:00+00:00,200.61,200.65,197.52,198.74,256600.874,2025-08-30 13:29:59.999000+00:00,50977556.18773,107990,79155.748,15717689.25284
2025-08-30 13:30:00+00:00,198.75,199.4,198.01,199.17,90923.46,2025-08-30 13:59:59.999000+00:00,18077872.49357,53545,35716.048,7101847.15973
2025-08-30 14:00:00+00:00,199.16,199.33,198.22,199.01,69772.284,2025-08-30 14:29:59.999000+00:00,13868842.7098,46882,24163.966,4803556.47331
